"viagem_id","faturamento","km_rodado","data_inicio","motorista_id","cliente_id"
"2853","1637","205","2015-10-17","7","5"
"2854","4674","585","2015-10-18","7","16"
"2855","910","114","2015-10-19","7","23"
"2856","3931","492","2015-10-20","7","7"
"2857","3004","376","2015-10-21","7","9"
"2858","1605","201","2015-10-22","7","15"
"2859","910","114","2015-10-23","7","1"
"2860","2836","355","2015-10-24","7","24"
"2861","1382","173","2015-10-25","7","14"
"2862","3987","499","2015-10-26","7","16"
"2863","1893","237","2015-10-27","7","2"
"2864","926","116","2015-10-28","7","18"
"2865","1574","197","2015-10-29","7","21"
"2866","4186","524","2015-10-30","7","8"
"2867","1014","127","2015-10-31","7","11"
"2868","1054","132","2015-11-01","7","19"
"2869","4058","508","2015-11-02","7","18"
"2870","631","79","2015-11-03","7","8"
"2871","1965","246","2015-11-04","7","5"
"2872","1669","209","2015-11-05","7","20"
"2873","3188","399","2015-11-06","7","18"
"2874","1997","250","2015-11-07","7","8"
"2875","2404","301","2015-11-08","7","23"
"2876","4554","570","2015-11-09","7","2"
"2877","1534","192","2015-11-10","7","8"
"2878","3899","488","2015-11-11","7","7"
"2879","2357","295","2015-11-12","7","13"
"2880","3483","436","2015-11-13","7","7"
"2881","2956","370","2015-11-14","7","20"
"2882","4330","542","2015-11-15","7","21"
"2883","3947","494","2015-11-16","7","14"
"2884","1781","223","2015-11-17","7","19"
"2885","3755","470","2015-11-18","7","11"
"2886","2692","337","2015-11-19","7","19"
"2887","2277","285","2015-11-20","7","11"
"2888","1789","224","2015-11-21","7","20"
"2889","1078","135","2015-11-22","7","7"
"2890","1733","217","2015-11-23","7","20"
"2891","791","99","2015-11-24","7","10"
"2892","854","107","2015-11-25","7","4"
"2893","2117","265","2015-11-26","7","18"
"2894","1342","168","2015-11-27","7","9"
"2895","1014","127","2015-11-28","7","2"
"2896","3803","476","2015-11-29","7","17"
"2897","3028","379","2015-11-30","7","4"
"2898","751","94","2015-12-01","7","10"
"2899","4434","555","2015-12-02","7","16"
"2900","3148","394","2015-12-03","7","19"
"2901","2556","320","2015-12-04","7","21"
"2902","4762","596","2015-12-05","7","14"
"2903","3715","465","2015-12-06","7","18"
"2904","4290","537","2015-12-07","7","4"
"2905","4554","570","2015-12-08","7","12"
"2906","2508","314","2015-12-09","7","21"
"2907","4754","595","2015-12-10","7","21"
"2908","3691","462","2015-12-11","7","2"
"2909","1462","183","2015-12-12","7","12"
"2910","2524","316","2015-12-13","7","18"
"2911","1637","205","2015-12-14","7","7"
"2912","2580","323","2015-12-15","7","22"
"2913","4770","597","2015-12-16","7","9"
"2914","4634","580","2015-12-17","7","14"
"2915","1054","132","2015-12-18","7","16"
"2916","2221","278","2015-12-19","7","12"
"2917","3371","422","2015-12-20","7","6"
"2918","2964","371","2015-12-21","7","10"
"2919","3835","480","2015-12-22","7","5"
"2920","2724","341","2015-12-23","7","7"
"2921","1773","222","2015-12-24","7","24"
"2922","966","121","2015-12-25","7","13"
"2923","2269","284","2015-12-26","7","20"
"2924","4418","553","2015-12-27","7","2"
"2925","3955","495","2015-12-28","7","6"
"2926","3931","492","2015-12-29","7","4"
"2927","551","69","2015-12-30","7","6"
"2928","583","73","2015-12-31","7","6"
"2929","3763","471","2016-01-01","7","5"
"2930","1797","225","2016-01-02","7","22"
"2931","1070","134","2016-01-03","7","6"
"2932","838","105","2016-01-04","7","11"
"2933","862","108","2016-01-05","7","17"
"2934","966","121","2016-01-06","7","13"
"2935","2077","260","2016-01-07","7","7"
"2936","3251","407","2016-01-08","7","20"
"2937","2029","254","2016-01-09","7","11"
"2938","2668","334","2016-01-10","7","17"
"2939","3963","496","2016-01-11","7","1"
"2940","1893","237","2016-01-12","7","18"
"2941","1310","164","2016-01-13","7","6"
"2942","1158","145","2016-01-14","7","23"
"2943","2404","301","2016-01-15","7","5"
"2944","2708","339","2016-01-16","7","1"
"2945","4610","577","2016-01-17","7","2"
"2946","1941","243","2016-01-18","7","6"
"2947","3172","397","2016-01-19","7","2"
"2948","2940","368","2016-01-20","7","14"
"2949","3132","392","2016-01-21","7","9"
"2950","2205","276","2016-01-22","7","11"
"2951","2676","335","2016-01-23","7","21"
"2952","1054","132","2016-01-24","7","3"
"2953","623","78","2016-01-25","7","2"
"2954","4762","596","2016-01-26","7","6"
"2955","3979","498","2016-01-27","7","8"
"2956","1414","177","2016-01-28","7","9"
"2957","3036","380","2016-01-29","7","15"
"2958","2317","290","2016-01-30","7","7"
"2959","2524","316","2016-01-31","7","17"
"2960","886","111","2016-02-01","7","19"
"2961","1893","237","2016-02-02","7","24"
"2962","2556","320","2016-02-03","7","17"
"2963","3587","449","2016-02-04","7","3"
"2964","862","108","2016-02-05","7","6"
"2965","2596","325","2016-02-06","7","11"
"2966","1078","135","2016-02-07","7","4"
"2967","2269","284","2016-02-08","7","14"
"2968","1853","232","2016-02-09","7","4"
"2969","2349","294","2016-02-10","7","24"
"2970","3747","469","2016-02-11","7","17"
"2971","1518","190","2016-02-12","7","22"
"2972","3579","448","2016-02-13","7","22"
"2973","1725","216","2016-02-14","7","11"
"2974","2620","328","2016-02-15","7","9"
"2975","767","96","2016-02-16","7","10"
"2976","1901","238","2016-02-17","7","16"
"2977","4778","598","2016-02-18","7","22"
"2978","1222","153","2016-02-19","7","6"
"2979","1645","206","2016-02-20","7","1"
"2980","3995","500","2016-02-21","7","13"
"2981","2812","352","2016-02-22","7","10"
"2982","2365","296","2016-02-23","7","5"
"2983","1390","174","2016-02-24","7","12"
"2984","1629","204","2016-02-25","7","13"
"2985","1014","127","2016-02-26","7","10"
"2986","3363","421","2016-02-27","7","6"
"2987","3211","402","2016-02-28","7","16"
"2988","1478","185","2016-02-29","7","9"
"2989","1885","236","2016-03-01","7","17"
"2990","679","85","2016-03-02","7","2"
"2991","3763","471","2016-03-03","7","15"
"2992","1717","215","2016-03-04","7","5"
"2993","3963","496","2016-03-05","7","12"
"2994","1374","172","2016-03-06","7","5"
"2995","2924","366","2016-03-07","7","14"
"2996","1677","210","2016-03-08","7","22"
"2997","838","105","2016-03-09","7","3"
"2998","1869","234","2016-03-10","7","14"
"2999","3331","417","2016-03-11","7","11"
"3000","711","89","2016-03-12","7","11"
"3001","4578","573","2016-03-13","7","13"
"3002","3156","395","2016-03-14","7","24"
"3003","2093","262","2016-03-15","7","21"
"3004","3491","437","2016-03-16","7","2"
"3005","2197","275","2016-03-17","7","16"
"3006","1965","246","2016-03-18","7","19"
"3007","902","113","2016-03-19","7","11"
"3008","2428","304","2016-03-20","7","2"
"3009","3379","423","2016-03-21","7","10"
"3010","3723","466","2016-03-22","7","4"
"3011","1246","156","2016-03-23","7","11"
"3012","3675","460","2016-03-24","7","6"
"3013","639","80","2016-03-25","7","3"
"3014","3347","419","2016-03-26","7","19"
"3015","487","61","2016-03-27","7","12"
"3016","1254","157","2016-03-28","7","7"
"3017","1605","201","2016-03-29","7","9"
"3018","3715","465","2016-03-30","7","2"
"3019","3739","468","2016-03-31","7","7"
"3020","1941","243","2016-04-01","7","2"
"3021","2740","343","2016-04-02","7","20"
"3022","3939","493","2016-04-03","7","22"
"3023","2173","272","2016-04-04","7","20"
"3024","1973","247","2016-04-05","7","10"
"3025","1286","161","2016-04-06","7","21"
"3026","1422","178","2016-04-07","7","16"
"3027","958","120","2016-04-08","7","17"
"3028","1262","158","2016-04-09","7","18"
"3029","1510","189","2016-04-10","7","18"
"3030","2085","261","2016-04-11","7","6"
"3031","783","98","2016-04-12","7","22"
"3032","4146","519","2016-04-13","7","4"
"3033","1078","135","2016-04-14","7","14"
"3034","998","125","2016-04-15","7","19"
"3035","2644","331","2016-04-16","7","6"
"3036","3643","456","2016-04-17","7","6"
"3037","4730","592","2016-04-18","7","12"
"3038","2628","329","2016-04-19","7","9"
"3039","2572","322","2016-04-20","7","5"
"3040","3507","439","2016-04-21","7","11"
"3041","4314","540","2016-04-22","7","16"
"3042","3931","492","2016-04-23","7","9"
"3043","3411","427","2016-04-24","7","4"
"3044","3515","440","2016-04-25","7","5"
"3045","3851","482","2016-04-26","7","7"
"3046","3571","447","2016-04-27","7","14"
"3047","1022","128","2016-04-28","7","20"
"3048","1773","222","2016-04-29","7","8"
"3049","703","88","2016-04-30","7","3"
"3050","1310","164","2016-05-01","7","6"
"3051","2404","301","2016-05-02","7","6"
"3052","3275","410","2016-05-03","7","13"
"3053","4666","584","2016-05-04","7","22"
"3054","4706","589","2016-05-05","7","12"
"3055","2588","324","2016-05-06","7","24"
"3056","1534","192","2016-05-07","7","8"
"3057","3307","414","2016-05-08","7","12"
"3058","2245","281","2016-05-09","7","9"
"3059","1278","160","2016-05-10","7","5"
"3060","4402","551","2016-05-11","7","12"
"3061","2844","356","2016-05-12","7","24"
"3062","3467","434","2016-05-13","7","7"
"3063","1158","145","2016-05-14","7","17"
"3064","3523","441","2016-05-15","7","19"
"3065","1885","236","2016-05-16","7","14"
"3066","3012","377","2016-05-17","7","15"
"3067","3835","480","2016-05-18","7","23"
"3068","2636","330","2016-05-19","7","17"
"3069","2301","288","2016-05-20","7","6"
"3070","1126","141","2016-05-21","7","24"
"3071","1246","156","2016-05-22","7","22"
"3072","3955","495","2016-05-23","7","16"
"3073","1789","224","2016-05-24","7","12"
"3074","2436","305","2016-05-25","7","22"
"3075","687","86","2016-05-26","7","7"
"3076","727","91","2016-05-27","7","22"
"3077","2476","310","2016-05-28","7","13"
"3078","3036","380","2016-05-29","7","22"
"3079","3603","451","2016-05-30","7","7"
"3080","4490","562","2016-05-31","7","3"
"3081","3851","482","2016-06-01","7","21"
"3082","1350","169","2016-06-02","7","18"
"3083","2277","285","2016-06-03","7","8"
"3084","1126","141","2016-06-04","7","12"
"3085","1901","238","2016-06-05","7","5"
"3086","2540","318","2016-06-06","7","20"
"3087","1134","142","2016-06-07","7","24"
"3088","2708","339","2016-06-08","7","8"
"3089","591","74","2016-06-09","7","24"
"3090","3339","418","2016-06-10","7","19"
"3091","2708","339","2016-06-11","7","19"
"3092","3971","497","2016-06-12","7","3"
"3093","1198","150","2016-06-13","7","3"
"3094","4586","574","2016-06-14","7","15"
"3095","4282","536","2016-06-15","7","17"
"3096","3363","421","2016-06-16","7","22"
"3097","990","124","2016-06-17","7","19"
"3098","3004","376","2016-06-18","7","3"
"3099","4298","538","2016-06-19","7","15"
"3100","3963","496","2016-06-20","7","6"
"3101","1302","163","2016-06-21","7","10"
"3102","2612","327","2016-06-22","7","10"
"3103","4130","517","2016-06-23","7","18"
"3104","4242","531","2016-06-24","7","11"
"3105","3571","447","2016-06-25","7","5"
"3106","4794","600","2016-06-26","7","23"
"3107","1669","209","2016-06-27","7","20"
"3108","3531","442","2016-06-28","7","11"
"3109","3915","490","2016-06-29","7","8"
"3110","4002","501","2016-06-30","7","12"
"3111","791","99","2016-07-01","7","10"
"3112","3411","427","2016-07-02","7","9"
"3113","822","103","2016-07-03","7","9"
"3114","1334","167","2016-07-04","7","13"
"3115","3108","389","2016-07-05","7","1"
"3116","3251","407","2016-07-06","7","13"
"3117","4690","587","2016-07-07","7","4"
"3118","3571","447","2016-07-08","7","14"
"3119","2309","289","2016-07-09","7","17"
"3120","4522","566","2016-07-10","7","23"
"3121","1917","240","2016-07-11","7","11"
"3122","966","121","2016-07-12","7","12"
"3123","3659","458","2016-07-13","7","20"
"3124","1406","176","2016-07-14","7","15"
"3125","1142","143","2016-07-15","7","1"
"3126","4634","580","2016-07-16","7","19"
"3127","2548","319","2016-07-17","7","23"
"3128","2452","307","2016-07-18","7","14"
"3129","2261","283","2016-07-19","7","10"
"3130","1406","176","2016-07-20","7","5"
"3131","4098","513","2016-07-21","7","21"
"3132","3851","482","2016-07-22","7","15"
"3133","4386","549","2016-07-23","7","19"
"3134","3723","466","2016-07-24","7","3"
"3135","4794","600","2016-07-25","7","7"
"3136","926","116","2016-07-26","7","17"
"3137","3683","461","2016-07-27","7","22"
"3138","1142","143","2016-07-28","7","21"
"3139","2812","352","2016-07-29","7","13"
"3140","1166","146","2016-07-30","7","3"
"3141","2932","367","2016-07-31","7","16"
"3142","3196","400","2016-08-01","7","10"
"3143","2077","260","2016-08-02","7","4"
"3144","2932","367","2016-08-03","7","11"
"3145","2476","310","2016-08-04","7","7"
"3146","1605","201","2016-08-05","7","19"
"3147","519","65","2016-08-06","7","1"
"3148","3859","483","2016-08-07","7","6"
"3149","671","84","2016-08-08","7","22"
"3150","4394","550","2016-08-09","7","19"
"3151","2620","328","2016-08-10","7","19"
"3152","1997","250","2016-08-11","7","6"
"3153","4130","517","2016-08-12","7","12"
"3154","1126","141","2016-08-13","7","1"
"3155","3100","388","2016-08-14","7","14"
"3156","838","105","2016-08-15","7","18"
"3157","2037","255","2016-08-16","7","19"
"3158","1518","190","2016-08-17","7","19"
"3159","3771","472","2016-08-18","7","24"
"3160","4170","522","2016-08-19","7","17"
"3161","727","91","2016-08-20","7","24"
"3162","3132","392","2016-08-21","7","17"
"3163","3931","492","2016-08-22","7","16"
"3164","3443","431","2016-08-23","7","6"
"3165","2317","290","2016-08-24","7","11"
"3166","854","107","2016-08-25","7","14"
"3167","4266","534","2016-08-26","7","18"
"3168","4378","548","2016-08-27","7","14"
"3169","1214","152","2016-08-28","7","7"
"3170","4130","517","2016-08-29","7","4"
"3171","846","106","2016-08-30","7","3"
"3172","1741","218","2016-08-31","7","9"
"3173","1645","206","2016-09-01","7","3"
"3174","3044","381","2016-09-02","7","22"
"3175","2133","267","2016-09-03","7","22"
"3176","2684","336","2016-09-04","7","21"
"3177","4186","524","2016-09-05","7","16"
"3178","4178","523","2016-09-06","7","22"
"3179","2620","328","2016-09-07","7","19"
"3180","4314","540","2016-09-08","7","11"
"3181","1845","231","2016-09-09","7","20"
"3182","2013","252","2016-09-10","7","5"
"3183","3148","394","2016-09-11","7","11"
"3184","519","65","2016-09-12","7","18"
"3185","1725","216","2016-09-13","7","23"
"3186","2572","322","2016-09-14","7","14"
"3187","3747","469","2016-09-15","7","24"
"3188","1725","216","2016-09-16","7","18"
"3189","3275","410","2016-09-17","7","13"
"3190","3651","457","2016-09-18","7","6"
"3191","1438","180","2016-09-19","7","5"
"3192","567","71","2016-09-20","7","17"
"3193","1054","132","2016-09-21","7","16"
"3194","2460","308","2016-09-22","7","3"
"3195","3435","430","2016-09-23","7","4"
"3196","3443","431","2016-09-24","7","23"
"3197","4794","600","2016-09-25","7","9"
"3198","3947","494","2016-09-26","7","16"
"3199","1701","213","2016-09-27","7","6"
"3200","607","76","2016-09-28","7","24"
"3201","1222","153","2016-09-29","7","23"
"3202","3004","376","2016-09-30","7","9"
"3203","3595","450","2016-10-01","7","7"
"3204","2381","298","2016-10-02","7","18"
"3205","958","120","2016-10-03","7","3"
"3206","1558","195","2016-10-04","7","2"
"3207","591","74","2016-10-05","7","11"
"3208","1997","250","2016-10-06","7","20"
"3209","2325","291","2016-10-07","7","22"
"3210","3763","471","2016-10-08","7","15"
"3211","3116","390","2016-10-09","7","3"
"3212","3699","463","2016-10-10","7","21"
"3213","4426","554","2016-10-11","7","8"
"3214","3435","430","2016-10-12","7","24"
"3215","2860","358","2016-10-13","7","9"
"3216","1989","249","2016-10-14","7","15"
"3217","2756","345","2016-10-15","7","12"
"3218","3643","456","2016-10-16","7","7"
"3219","2189","274","2016-10-17","7","4"
"3220","4146","519","2016-10-18","7","11"
"3221","4410","552","2016-10-19","7","13"
"3222","4402","551","2016-10-20","7","14"
"3223","2325","291","2016-10-21","7","17"
"3224","1997","250","2016-10-22","7","8"
"3225","4322","541","2016-10-23","7","6"
"3226","1126","141","2016-10-24","7","17"
"3227","3747","469","2016-10-25","7","19"
"3228","3259","408","2016-10-26","7","5"
"3229","4242","531","2016-10-27","7","19"
"3230","894","112","2016-10-28","7","1"
"3231","4322","541","2016-10-29","7","24"
"3232","1198","150","2016-10-30","7","19"
"3233","3747","469","2016-10-31","7","23"
"3234","3116","390","2016-11-01","7","9"
"3235","759","95","2016-11-02","7","16"
"3236","623","78","2016-11-03","7","10"
"3237","2908","364","2016-11-04","7","10"
"3238","1238","155","2016-11-05","7","9"
"3239","3403","426","2016-11-06","7","6"
"3240","1078","135","2016-11-07","7","8"
"3241","1526","191","2016-11-08","7","22"
"3242","854","107","2016-11-09","7","13"
"3243","4250","532","2016-11-10","7","1"
"3244","783","98","2016-11-11","7","11"
"3245","2492","312","2016-11-12","7","2"
"3246","3363","421","2016-11-13","7","15"
"3247","1006","126","2016-11-14","7","15"
"3248","1166","146","2016-11-15","7","10"
"3249","3715","465","2016-11-16","7","11"
"3250","2748","344","2016-11-17","7","9"
"3251","2580","323","2016-11-18","7","6"
"3252","3467","434","2016-11-19","7","19"
"3253","2141","268","2016-11-20","7","22"
"3254","3124","391","2016-11-21","7","24"
"3255","767","96","2016-11-22","7","12"
"3256","1206","151","2016-11-23","7","20"
"3257","2341","293","2016-11-24","7","15"
"3258","1038","130","2016-11-25","7","20"
"3259","4490","562","2016-11-26","7","19"
"3260","2197","275","2016-11-27","7","5"
"3261","4474","560","2016-11-28","7","24"
"3262","3259","408","2016-11-29","7","14"
"3263","1653","207","2016-11-30","7","5"
"3264","679","85","2016-12-01","7","20"
"3265","4426","554","2016-12-02","7","1"
"3266","3515","440","2016-12-03","7","22"
"3267","1302","163","2016-12-04","7","9"
"3268","3124","391","2016-12-05","7","12"
"3269","719","90","2016-12-06","7","5"
"3270","2404","301","2016-12-07","7","13"
"3271","4482","561","2016-12-08","7","24"
"3272","4234","530","2016-12-09","7","4"
"3273","1877","235","2016-12-10","7","15"
"3275","1853","232","2015-09-01","8","17"
"3276","4162","521","2015-09-02","8","1"
"3277","2924","366","2015-09-03","8","7"
"3278","4282","536","2015-09-04","8","7"
"3279","1773","222","2015-09-05","8","19"
"3280","3667","459","2015-09-06","8","6"
"3281","1941","243","2015-09-07","8","5"
"3282","1709","214","2015-09-08","8","23"
"3283","2996","375","2015-09-09","8","4"
"3284","3723","466","2015-09-10","8","11"
"3285","814","102","2015-09-11","8","17"
"3286","3875","485","2015-09-12","8","3"
"3287","862","108","2015-09-13","8","8"
"3288","4362","546","2015-09-14","8","6"
"3289","1701","213","2015-09-15","8","8"
"3290","4074","510","2015-09-16","8","8"
"3291","3044","381","2015-09-17","8","2"
"3292","4434","555","2015-09-18","8","24"
"3293","2716","340","2015-09-19","8","24"
"3294","4682","586","2015-09-20","8","16"
"3295","1358","170","2015-09-21","8","13"
"3296","3979","498","2015-09-22","8","4"
"3297","4522","566","2015-09-23","8","11"
"3298","3124","391","2015-09-24","8","15"
"3299","4338","543","2015-09-25","8","16"
"3300","1925","241","2015-09-26","8","3"
"3301","3571","447","2015-09-27","8","9"
"3302","1158","145","2015-09-28","8","1"
"3303","3363","421","2015-09-29","8","11"
"3304","1781","223","2015-09-30","8","20"
"3305","2860","358","2015-10-01","8","12"
"3306","4666","584","2015-10-02","8","9"
"3307","1789","224","2015-10-03","8","12"
"3308","1302","163","2015-10-04","8","16"
"3309","2876","360","2015-10-05","8","8"
"3310","1669","209","2015-10-06","8","20"
"3311","2309","289","2015-10-07","8","11"
"3312","3579","448","2015-10-08","8","2"
"3313","791","99","2015-10-09","8","6"
"3314","1422","178","2015-10-10","8","7"
"3315","2980","373","2015-10-11","8","5"
"3316","3307","414","2015-10-12","8","19"
"3317","4778","598","2015-10-13","8","22"
"3318","990","124","2015-10-14","8","13"
"3319","1310","164","2015-10-15","8","23"
"3320","2468","309","2015-10-16","8","17"
"3321","3315","415","2015-10-17","8","7"
"3322","1661","208","2015-10-18","8","4"
"3323","4434","555","2015-10-19","8","16"
"3324","2197","275","2015-10-20","8","15"
"3325","3140","393","2015-10-21","8","14"
"3326","1182","148","2015-10-22","8","9"
"3327","4450","557","2015-10-23","8","7"
"3328","3955","495","2015-10-24","8","1"
"3329","647","81","2015-10-25","8","6"
"3330","4074","510","2015-10-26","8","12"
"3331","1901","238","2015-10-27","8","11"
"3332","2101","263","2015-10-28","8","24"
"3333","2165","271","2015-10-29","8","21"
"3334","974","122","2015-10-30","8","7"
"3335","2397","300","2015-10-31","8","13"
"3336","3843","481","2015-11-01","8","7"
"3337","4090","512","2015-11-02","8","22"
"3338","3531","442","2015-11-03","8","5"
"3339","4226","529","2015-11-04","8","7"
"3340","3283","411","2015-11-05","8","23"
"3341","2389","299","2015-11-06","8","15"
"3342","1550","194","2015-11-07","8","2"
"3343","567","71","2015-11-08","8","4"
"3344","3451","432","2015-11-09","8","2"
"3345","3507","439","2015-11-10","8","5"
"3346","4258","533","2015-11-11","8","2"
"3347","942","118","2015-11-12","8","21"
"3348","2149","269","2015-11-13","8","5"
"3349","2412","302","2015-11-14","8","19"
"3350","2045","256","2015-11-15","8","1"
"3351","2492","312","2015-11-16","8","11"
"3352","4586","574","2015-11-17","8","5"
"3353","4714","590","2015-11-18","8","12"
"3354","3227","404","2015-11-19","8","18"
"3355","4394","550","2015-11-20","8","18"
"3356","3132","392","2015-11-21","8","5"
"3357","4090","512","2015-11-22","8","2"
"3358","3227","404","2015-11-23","8","7"
"3359","4650","582","2015-11-24","8","23"
"3360","4610","577","2015-11-25","8","2"
"3361","4202","526","2015-11-26","8","11"
"3362","4058","508","2015-11-27","8","9"
"3363","1949","244","2015-11-28","8","1"
"3364","4378","548","2015-11-29","8","22"
"3365","4314","540","2015-11-30","8","24"
"3366","2708","339","2015-12-01","8","11"
"3367","3291","412","2015-12-02","8","8"
"3368","3667","459","2015-12-03","8","16"
"3369","2221","278","2015-12-04","8","24"
"3370","3931","492","2015-12-05","8","21"
"3371","1366","171","2015-12-06","8","6"
"3372","4618","578","2015-12-07","8","3"
"3373","3747","469","2015-12-08","8","1"
"3374","2205","276","2015-12-09","8","12"
"3375","4170","522","2015-12-10","8","1"
"3376","2261","283","2015-12-11","8","8"
"3377","1550","194","2015-12-12","8","10"
"3378","2588","324","2015-12-13","8","19"
"3379","3203","401","2015-12-14","8","2"
"3380","639","80","2015-12-15","8","20"
"3381","1909","239","2015-12-16","8","2"
"3382","3283","411","2015-12-17","8","16"
"3383","3563","446","2015-12-18","8","1"
"3384","1869","234","2015-12-19","8","3"
"3385","4194","525","2015-12-20","8","13"
"3386","3771","472","2015-12-21","8","9"
"3387","3291","412","2015-12-22","8","23"
"3388","2309","289","2015-12-23","8","22"
"3389","1198","150","2015-12-24","8","1"
"3390","1797","225","2015-12-25","8","12"
"3391","1693","212","2015-12-26","8","19"
"3392","4274","535","2015-12-27","8","12"
"3393","4618","578","2015-12-28","8","24"
"3394","1669","209","2015-12-29","8","8"
"3395","1006","126","2015-12-30","8","4"
"3396","2588","324","2015-12-31","8","16"
"3397","2708","339","2016-01-01","8","1"
"3398","4354","545","2016-01-02","8","5"
"3399","3156","395","2016-01-03","8","4"
"3400","3483","436","2016-01-04","8","11"
"3401","894","112","2016-01-05","8","8"
"3402","942","118","2016-01-06","8","7"
"3403","3068","384","2016-01-07","8","13"
"3404","2812","352","2016-01-08","8","11"
"3405","4058","508","2016-01-09","8","24"
"3406","3307","414","2016-01-10","8","1"
"3407","479","60","2016-01-11","8","6"
"3408","1510","189","2016-01-12","8","10"
"3409","2021","253","2016-01-13","8","14"
"3410","2532","317","2016-01-14","8","21"
"3411","1957","245","2016-01-15","8","20"
"3412","1310","164","2016-01-16","8","14"
"3413","1254","157","2016-01-17","8","24"
"3414","3084","386","2016-01-18","8","8"
"3415","3371","422","2016-01-19","8","21"
"3416","2852","357","2016-01-20","8","6"
"3417","2245","281","2016-01-21","8","3"
"3418","3403","426","2016-01-22","8","17"
"3419","2788","349","2016-01-23","8","3"
"3420","2620","328","2016-01-24","8","24"
"3421","2644","331","2016-01-25","8","13"
"3422","551","69","2016-01-26","8","19"
"3423","2492","312","2016-01-27","8","16"
"3424","2373","297","2016-01-28","8","2"
"3425","2197","275","2016-01-29","8","17"
"3426","3923","491","2016-01-30","8","7"
"3427","926","116","2016-01-31","8","3"
"3428","3084","386","2016-02-01","8","24"
"3429","1701","213","2016-02-02","8","5"
"3430","2980","373","2016-02-03","8","9"
"3431","479","60","2016-02-04","8","20"
"3432","4554","570","2016-02-05","8","23"
"3433","2420","303","2016-02-06","8","14"
"3434","3108","389","2016-02-07","8","4"
"3435","2069","259","2016-02-08","8","7"
"3436","3084","386","2016-02-09","8","18"
"3437","4218","528","2016-02-10","8","19"
"3438","1598","200","2016-02-11","8","1"
"3439","1709","214","2016-02-12","8","19"
"3440","3643","456","2016-02-13","8","15"
"3441","982","123","2016-02-14","8","8"
"3442","4114","515","2016-02-15","8","21"
"3443","942","118","2016-02-16","8","19"
"3444","3084","386","2016-02-17","8","19"
"3445","1158","145","2016-02-18","8","3"
"3446","3931","492","2016-02-19","8","15"
"3447","3931","492","2016-02-20","8","10"
"3448","3619","453","2016-02-21","8","16"
"3449","2205","276","2016-02-22","8","12"
"3450","2181","273","2016-02-23","8","11"
"3451","4650","582","2016-02-24","8","12"
"3452","3923","491","2016-02-25","8","13"
"3453","2876","360","2016-02-26","8","21"
"3454","3547","444","2016-02-27","8","24"
"3455","2684","336","2016-02-28","8","21"
"3456","1198","150","2016-02-29","8","6"
"3457","4426","554","2016-03-01","8","10"
"3458","3539","443","2016-03-02","8","13"
"3459","1661","208","2016-03-03","8","12"
"3460","3747","469","2016-03-04","8","18"
"3461","4162","521","2016-03-05","8","9"
"3462","1062","133","2016-03-06","8","4"
"3463","3995","500","2016-03-07","8","22"
"3464","998","125","2016-03-08","8","24"
"3465","1813","227","2016-03-09","8","21"
"3466","4402","551","2016-03-10","8","3"
"3467","2932","367","2016-03-11","8","23"
"3468","3076","385","2016-03-12","8","13"
"3469","4090","512","2016-03-13","8","18"
"3470","1845","231","2016-03-14","8","4"
"3471","3219","403","2016-03-15","8","15"
"3472","3707","464","2016-03-16","8","23"
"3473","918","115","2016-03-17","8","4"
"3474","4370","547","2016-03-18","8","16"
"3475","1206","151","2016-03-19","8","10"
"3476","2277","285","2016-03-20","8","10"
"3477","4162","521","2016-03-21","8","5"
"3478","3331","417","2016-03-22","8","22"
"3479","1038","130","2016-03-23","8","15"
"3480","4794","600","2016-03-24","8","3"
"3481","3715","465","2016-03-25","8","14"
"3482","1909","239","2016-03-26","8","5"
"3483","3595","450","2016-03-27","8","18"
"3484","3763","471","2016-03-28","8","20"
"3485","719","90","2016-03-29","8","6"
"3486","4154","520","2016-03-30","8","3"
"3487","1590","199","2016-03-31","8","22"
"3488","3180","398","2016-04-01","8","14"
"3489","543","68","2016-04-02","8","4"
"3490","4234","530","2016-04-03","8","6"
"3491","830","104","2016-04-04","8","18"
"3492","1086","136","2016-04-05","8","15"
"3493","2420","303","2016-04-06","8","18"
"3494","4730","592","2016-04-07","8","10"
"3495","3259","408","2016-04-08","8","14"
"3496","1230","154","2016-04-09","8","20"
"3497","1629","204","2016-04-10","8","6"
"3498","4466","559","2016-04-11","8","12"
"3499","4586","574","2016-04-12","8","6"
"3500","3100","388","2016-04-13","8","19"
"3501","591","74","2016-04-14","8","10"
"3502","3819","478","2016-04-15","8","6"
"3503","950","119","2016-04-16","8","20"
"3504","2109","264","2016-04-17","8","22"
"3505","4546","569","2016-04-18","8","19"
"3506","4322","541","2016-04-19","8","11"
"3507","1478","185","2016-04-20","8","10"
"3508","3299","413","2016-04-21","8","18"
"3509","4242","531","2016-04-22","8","21"
"3510","2149","269","2016-04-23","8","2"
"3511","3044","381","2016-04-24","8","15"
"3512","575","72","2016-04-25","8","22"
"3513","3987","499","2016-04-26","8","3"
"3514","1238","155","2016-04-27","8","6"
"3515","3203","401","2016-04-28","8","13"
"3516","1414","177","2016-04-29","8","17"
"3517","735","92","2016-04-30","8","8"
"3518","4466","559","2016-05-01","8","24"
"3519","1558","195","2016-05-02","8","2"
"3520","2788","349","2016-05-03","8","7"
"3521","3203","401","2016-05-04","8","6"
